path,Expression,Class
../IMFDB_final/RishiKapoor/Misc/images/RishiKapoor_20.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_113.jpg,FEAR,FEAR
../IMFDB_final/Avinash/Abbadam/images/Avinash_60.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_34.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RishiKapoor/Bobby/images/RishiKapoor_12.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_304.jpg,SADNESS,NEUTRAL
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_125.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RishiKapoor/Bobby/images/RishiKapoor_87.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Loknath/Misc/images/Loknath_75.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Avinash/Yajamana/images/Avinash_124.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/AnilKapoor/Misc/images/AnilKapoor_110.jpg,ANGER,HAPPINESS
../IMFDB_final/Lakshmidevi/Yajamana/images/Laxmidevi_150.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_50.jpg,SURPRISE,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_451.jpg,DISGUST,DISGUST
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_166.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_261.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/KajalAgarwal/Brindavanam/images/KajalAgarwal_61.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/MadhuriDixit/JamaiRaja/images/MadhuriDixit_102.jpg,SURPRISE,HAPPINESS
../IMFDB_final/ANR/Gundammakatha/images/ANR_181.jpg,FEAR,FEAR
../IMFDB_final/Vishnuvardhan/Habba/images/Vishnuvardhan_55.jpg,ANGER,ANGER
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_115.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_83.jpg,SADNESS,HAPPINESS
../IMFDB_final/M.S.Narayana/NamoVenkatesha/images/MsNarayana_47.jpg,DISGUST,DISGUST
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_43.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Trisha/Nuvvostanante_Nenoddantana/images/Trisha_207.jpg,SADNESS,SADNESS
../IMFDB_final/Jamuna/Missamma/images/Jamuna_95.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/SVR/Missamma/images/SVR_111.jpg,SADNESS,HAPPINESS
../IMFDB_final/Dr.Rajkumar/Bahaddurgandu/images/RajKumar_77.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Innocent/Gajarajayogam/images/Innocent_32.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Prema/Yajamana/images/Prema_11.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/JosePrakash/Traffic/images/JosePrakash_18.jpg,SURPRISE,SURPRISE
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_15.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_94.jpg,SADNESS,SADNESS
../IMFDB_final/KatrinaKaif/TeesMaarKhan/images/KatrinaKaif_8.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Vajramuni/Bahaddurgandu/images/Vajramuni_141.jpg,ANGER,SADNESS
../IMFDB_final/MadhuriDixit/JamaiRaja/images/MadhuriDixit_65.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_139.jpg,DISGUST,DISGUST
../IMFDB_final/Vajramuni/odahuttidavaru/images/Vajramuni_99.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Vajramuni/odahuttidavaru/images/Vajramuni_2.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/ANR/Pandaga/images/ANR_49.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/AnilKapoor/Misc/images/AnilKapoor_9.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RakheeGulzar/Misc/images/RakheeGulzar_113.jpg,SADNESS,NEUTRAL
../IMFDB_final/KajalAgarwal/Misc/images/KajolAggarwal_36.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Leelavathi/Habba/images/Leelavathi_63.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_6.jpg,SADNESS,FEAR
../IMFDB_final/NTR/Missamma/images/NTR_123.jpg,ANGER,HAPPINESS
../IMFDB_final/Mallikarjunrao/HelloBrother/images/MalikarjunaRao_36.jpg,ANGER,NEUTRAL
../IMFDB_final/AnilKapoor/NoEntry/images/AnilKapoor_3.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Avinash/Yajamana/images/Avinash_79.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayram/Dhwani/images/Jayaram_28.jpg,SADNESS,NEUTRAL
../IMFDB_final/KajalAgarwal/Misc/images/KajolAggarwal_153.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/ShilpaShetty/PhirMilenge/images/ShilpaShetty_8.jpg,SADNESS,SADNESS
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_184.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/JayaBhaduri/Parichay/images/JayaBhaduri_13.jpg,ANGER,HAPPINESS
../IMFDB_final/Avinash/Apthamithra/images/Avinash_72.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/AamairKhan/Dil/images/AmirKhan_10.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RameshArvind/Apthamithra/images/RameshArvind_8.jpg,SURPRISE,NEUTRAL
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_145.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/SVR/Gundammakatha/images/SVR_142.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_48.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_36.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Leelavathi/Misc/images/Leelavathi_127.jpg,SADNESS,SADNESS
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_10.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_66.jpg,SADNESS,NEUTRAL
../IMFDB_final/SalmanKhan/NoEntry/images/SalmanKhan_22.jpg,DISGUST,DISGUST
../IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_34.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/NTR/Missamma/images/NTR_62.jpg,DISGUST,HAPPINESS
../IMFDB_final/ShilpaShetty/Misc/images/ShilpaShetty_129.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_56.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jamuna/Missamma/images/Jamuna_140.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_74.jpg,SURPRISE,NEUTRAL
../IMFDB_final/Relangi/Mayabaazar/images/Relangi_15.jpg,FEAR,HAPPINESS
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_295.jpg,SADNESS,SADNESS
../IMFDB_final/NTR/Gundammakatha/images/NTR_196.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Loknath/Bangarada_manushya/images/Loknath_1.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/BomanIrani/JolyLLB/images/BomanIrani_13.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Avinash/Yajamana/images/Avinash_20.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_311.jpg,HAPPINESS,DISGUST
../IMFDB_final/JayaBhaduri/Abhimaan/images/JayaBhaduri_19.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Brahmanandam/HelloBrother/images/Brahmanandam_142.jpg,ANGER,NEUTRAL
../IMFDB_final/Loknath/Bangarada_manushya/images/Loknath_107.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Loknath/Misc/images/Loknath_58.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_231.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Lakshmidevi/Yajamana/images/Laxmidevi_41.jpg,SADNESS,SADNESS
../IMFDB_final/Rameshbhatt/Yajamana/images/Rameshbhatt_101.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_397.jpg,DISGUST,DISGUST
../IMFDB_final/SVR/Gundammakatha/images/SVR_10.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_8.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Avinash/Yajamana/images/Avinash_77.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/KatrinaKaif/TeesMaarKhan/images/KatrinaKaif_17.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/JayaBhaduri/GaaiAurGori/images/JayaBhaduri_14.jpg,DISGUST,HAPPINESS
../IMFDB_final/Umashri/Tiger2/images/Umashri_33.jpg,DISGUST,NEUTRAL
../IMFDB_final/Avinash/Yajamana/images/Avinash_64.jpg,ANGER,ANGER
../IMFDB_final/Jamuna/Missamma/images/Jamuna_5.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_146.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Umashri/Tiger1/images/Umashri_16.jpg,DISGUST,NEUTRAL
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_77.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/Leelavathi/Habba/images/Leelavathi_43.jpg,SURPRISE,HAPPINESS
../IMFDB_final/Innocent/Dhwani/images/Innocent_38.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/SVR/Missamma/images/SVR_107.jpg,SADNESS,DISGUST
../IMFDB_final/Innocent/Gajarajayogam/images/Innocent_30.jpg,SURPRISE,NEUTRAL
../IMFDB_final/Relangi/Mayabaazar/images/Relangi_49.jpg,SADNESS,HAPPINESS
../IMFDB_final/VinodKhanna/AmarAkbarAnthony/images/VinodKhanna_13.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/RameshArvind/Apthamithra/images/RameshArvind_35.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Jayaprakash/JayamManadera/images/JayaPrakashReddy_65.jpg,ANGER,HAPPINESS
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_151.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/KajalAgarwal/Darling/images/KajalAgarwal_39.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_26.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/AnupamKher/Misc/images/AnupamKher_38.jpg,SURPRISE,HAPPINESS
../IMFDB_final/MadhuriDixit/JamaiRaja/images/MadhuriDixit_31.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Innocent/Gajarajayogam/images/Innocent_48.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_122.jpg,DISGUST,DISGUST
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_105.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/KajalAgarwal/Brindavanam/images/KajalAgarwal_39.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_286.jpg,SADNESS,SADNESS
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_215.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_130.jpg,DISGUST,HAPPINESS
../IMFDB_final/Rameshbhatt/Extra2/images/RameshBhatt_73.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_282.jpg,DISGUST,HAPPINESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_70.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_97.jpg,DISGUST,HAPPINESS
../IMFDB_final/Shivaram/Apthamithra/images/Shivaram_41.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/M.S.Narayana/Pandaga/images/M.S.Narayana_33.jpg,SURPRISE,DISGUST
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_137.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_30.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_62.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_72.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_139.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_172.jpg,FEAR,FEAR
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_10.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_17.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_31.jpg,SURPRISE,NEUTRAL
../IMFDB_final/Prema/Apthamithra/images/Prema_3.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/VinodKhanna/AmarAkbarAnthony/images/VinodKhanna_3.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/ANR/Gundammakatha/images/ANR_130.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_56.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_27.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_272.jpg,SADNESS,SADNESS
../IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_66.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_21.jpg,DISGUST,HAPPINESS
../IMFDB_final/AnupamKher/Saaransh/images/AnupamKher_11.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_48.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jamuna/Missamma/images/Jamuna_223.jpg,SADNESS,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_401.jpg,DISGUST,DISGUST
../IMFDB_final/AnupamKher/Dil/images/AnupamKher_44.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Mallikarjunrao/HelloBrother/images/MalikarjunaRao_19.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/NTR/Gundammakatha/images/NTR_191.jpg,SURPRISE,SURPRISE
../IMFDB_final/NTR/Gundammakatha/images/NTR_89.jpg,DISGUST,DISGUST
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_147.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/ANR/Pandaga/images/ANR_81.jpg,ANGER,NEUTRAL
../IMFDB_final/Innocent/Gajarajayogam/images/Innocent_64.jpg,SADNESS,HAPPINESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_70.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_143.jpg,DISGUST,DISGUST
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_88.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/SharmilaTagore/DilAurMohabbat/images/SharmilaTagore_171.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/AnupamKher/Misc/images/AnupamKher_58.jpg,SURPRISE,NEUTRAL
../IMFDB_final/AnilKapoor/Misc/images/AnilKapoor_18.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/SVR/Missamma/images/SVR_113.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Ashwath/Bahaddurgandu/images/Aswanth_15.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_181.jpg,SADNESS,HAPPINESS
../IMFDB_final/Loknath/Misc/images/Loknath_111.jpg,SURPRISE,NEUTRAL
../IMFDB_final/KajalAgarwal/Darling/images/KajalAgarwal_48.jpg,SADNESS,SADNESS
../IMFDB_final/Aarthi/Aarthi/images/Aarthi_2.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/NTR/Gundammakatha/images/NTR_126.jpg,DISGUST,DISGUST
../IMFDB_final/Vishnuvardhan/Habba/images/Vishnuvardhan_6.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_55.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_197.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_229.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_85.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_108.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/KotaSrinivasarao/Nuvvu_Vasthavani/images/Kota_98.jpg,SADNESS,HAPPINESS
../IMFDB_final/PareshRaval/Misc/images/PareshRaval_55.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_144.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/M.S.Narayana/JayamManadera/images/M.S.Narayana_69.jpg,DISGUST,DISGUST
../IMFDB_final/Umashri/Nanjundi/images/Umashri_35.jpg,ANGER,HAPPINESS
../IMFDB_final/RameshArvind/ChandramukhiPranasakhi/images/RameshArvind_23.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_166.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/Innocent/Gajarajayogam/images/Innocent_46.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Madhavan/MydearMunnabhai/images/Madhavan_53.jpg,DISGUST,DISGUST
../IMFDB_final/SVR/Gundammakatha/images/SVR_31.jpg,SADNESS,HAPPINESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_6.jpg,ANGER,HAPPINESS
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_311.jpg,SADNESS,HAPPINESS
../IMFDB_final/Relangi/Missamma/images/Relangi_134.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/ANR/Pandaga/images/ANR_3.jpg,ANGER,NEUTRAL
../IMFDB_final/SVR/Missamma/images/SVR_123.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/AnilKapoor/Misc/images/AnilKapoor_92.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/M.S.Narayana/JayamManadera/images/M.S.Narayana_5.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Avinash/Yajamana/images/Avinash_45.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Vajramuni/Bangarada_manushya/images/Vajramuni_58.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/AnilKapoor/Nayak/images/AnilKapoor_22.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_134.jpg,DISGUST,HAPPINESS
../IMFDB_final/AnupamKher/SholaAurShabnam/images/AnupamKher_6.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/Relangi/Missamma/images/Relangi_72.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_73.jpg,DISGUST,HAPPINESS
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_122.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_76.jpg,ANGER,NEUTRAL
../IMFDB_final/Vajramuni/Bahaddurgandu/images/Vajramuni_27.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_89.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Jayram/Dhwani/images/Jayaram_68.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_45.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_19.jpg,DISGUST,DISGUST
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_23.jpg,SADNESS,SADNESS
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_126.jpg,SADNESS,HAPPINESS
../IMFDB_final/KajalAgarwal/Misc/images/KajolAggarwal_37.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_178.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_205.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_193.jpg,DISGUST,DISGUST
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,ANGER,NEUTRAL
../IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_20.jpg,ANGER,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_174.jpg,DISGUST,DISGUST
../IMFDB_final/Relangi/Mayabaazar/images/Relangi_135.jpg,SADNESS,SADNESS
../IMFDB_final/JosePrakash/Traffic/images/JosePrakash_2.jpg,SURPRISE,SURPRISE
../IMFDB_final/Vishnuvardhan/Habba/images/Vishnuvardhan_48.jpg,SURPRISE,NEUTRAL
../IMFDB_final/Prema/Apthamithra/images/Prema_12.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_430.jpg,SADNESS,SADNESS
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_236.jpg,HAPPINESS,HAPPINESS
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_18.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/RishiKapoor/Bobby/images/RishiKapoor_88.jpg,NEUTRAL,HAPPINESS
../IMFDB_final/SVR/Gundammakatha/images/SVR_51.jpg,SADNESS,SADNESS
../IMFDB_final/ShilpaShetty/PhirMilenge/images/ShilpaShetty_2.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_182.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Madhavan/MydearMunnabhai/images/Madhavan_31.jpg,DISGUST,HAPPINESS
../IMFDB_final/KajalAgarwal/Misc/images/KajolAggarwal_29.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,SADNESS,NEUTRAL
../IMFDB_final/KotaSrinivasarao/Nuvvu_Vasthavani/images/Kota_14.jpg,DISGUST,HAPPINESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_28.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/Brahmanandam/HelloBrother/images/Brahmanandam_157.jpg,SADNESS,SADNESS
../IMFDB_final/ANR/Pandaga/images/ANR_110.jpg,SADNESS,HAPPINESS
../IMFDB_final/Dileep/Runway/images/Dileep_5.jpg,HAPPINESS,NEUTRAL
../IMFDB_final/Jayram/Dhwani/images/Jayaram_77.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_36.jpg,NEUTRAL,NEUTRAL
../IMFDB_final/MadhuriDixit/JamaiRaja/images/MadhuriDixit_108.jpg,NEUTRAL,NEUTRAL
